,url,content
0,http://v.media.daum.net/v/20210323153011821,"한국전자통신연구원(ETRI) 연구팀이 인공지능을 활용한 '지능형 범죄위험 예측기술'로 데이터를 심층 분석하고 있다. ETRI 제공 한국전자통신연구원(ETRI)이 이달 24일부터 27일까지 서울 코엑스에서 열리는 ‘AI 엑스포 코리아 2021’에서 범죄자의 얼굴을 식별하고 경찰의 순찰 경로를 최적화하는 인공지능 기술을 선보인다. AI 엑스포 코리아는 여러 기관과 기업들이 인공지능, 정보통신기술(ICT), 사물인터넷(IoT) 등 최신 인공지능 관련 기술과 제품을 소개하고 공유하는 전시회다. ETRI는 이번 전시회에 참가해 인공지능과 관련된 주요 기술 3가지를 소개하고 기업을 대상으로 인공지능 유망 기술 3가지에 대한 기술 이전, 사업화에 대해 상담하는 시간을 갖는다. ETRI가 소개할 주요 기술은 인공지능 기반 얼굴정보 인식 기술, 지능형 범죄 위험도 예측기술, 치안 민원 응대를 위한 챗봇인 ‘폴봇’ 기술이다. ETRI 인간로봇상호작용연구실 연구팀이 개발한 '인공지능 기반 얼굴정보 인식 기술'은 카메라로 사람의 얼굴을 인식해 신원, 성별, 연령, 감정, 시선, 헤어스타일, 목걸이 착용 여부 등을 인식하는 인공지능 기술이다. 보안, 범죄자 검색, 감염병 접촉자 판별, 패션 스타일 추천 등에 활용된다. ETRI가 개발한 얼굴정보 인식 기술은 인식 정확도가 높아 이미 다수의 기업에 기술이전한 상태다. 지능형 범죄위험도 예측 기술과 치안 민원응대 폴봇 기술은 ETRI 공공안전지능화연구실 연구팀이 개발했다. 지능형 범죄위험도 예측 기술은 112 신고 데이터를 인공지능으로 분석해 신고가 접수됐을 때 범죄유형 판단, 대응코드 판단, 순찰 경로 최적화 등에 쓰인다. 또 과거 수사데이터와 주변 인물관계를 분석해 용의자 추론에 필요한 단서도 제공할 수 있다. 폴봇 기술은 대화형 음성 챗봇 기술이다. 음성인식, 자연어 분석 기술을 활용해 전화민원 상의 음성을 인식하고 대화 의도를 파악해 민원 시나리오별로 ‘양방향 음성대화’를 제공한다. 단순 민원은 폴봇이 빠르게 응대할 수 있어 전화민원 상담 담당자는 잡하고 중요한 민원에 더 집중할 수 있다. 대화형 학습도우미, 실버 세대 말동무, 지역관광안내 서비스 등에도 활용할 수 있다. ETRI는 비정형 동적환경 자율주행을 위한 지도작성 및 전역 위치인식 기술, 다양한 영상 조건에서의 딥러닝 기반 휴먼행동 인식기술, 자율주행자동차 안전성 및 수용성 확보를 위한 운전자 모니터링 및 제어권 전환 에이전트 기술 등 인공지능 유망 기술 3가지를 동영상을 통해 기업에 소개하고 기술이전과 사업화를 위한 상담 시간도 갖는다. 김명준 ETRI 원장은 ""인공지능 사회와 국민을 연결하여 보다 안전하고 편리하게 국민의 삶의 질을 높이는 등 새로운 성장동력이 되고 있다""며 ""연구진의 값진 성과전시를 통해 AI 상용화에 적극 노력하겠다""고 말했다. [김우현 기자 mnchoo@donga.com]"
1,http://v.media.daum.net/v/20210323104547889,"ETRI가 'AI 엑스포 코리아 2021'에서 선보이는 인공지능 기반 얼굴정보 인식 기술 개념도. ETRI 제공 범죄위험 상황을 조기에 인지해 실시간 범죄 위험을 판단하고 대응하는 기술 등 범죄 분야에 활용할 수 있는 여러 인공지능(AI) 기술이 일반에 공개됐다. 한국전자통신연구원(ETRI)는 서울 코엑스에서 24~26일 열리는 'AI 엑스포 코리아 2021'에서 치안분야 최신 AI 관련 연구성과를 발표한다고 23일 밝혔다. ETRI는 이번 행사에서 △인공지능 기반 얼굴정보 인식 △지능형 범죄위험도 예측 △치안 민원응대 폴봇(Police chatBot) 등 3개 기술을 선보인다. 인공지능 기반 얼굴정보 인식 기술은 사람의 얼굴정보를 카메라로 자연스럽게 인식하는 AI 기술이다. 패션 조언이나 출입관제 보안, 범죄인 검색은 물론, 감염병 접촉자 판별도 가능하다. 지능형 범죄위험도 예측 기술은 112 신고 데이터 심층 분석으로 경찰이 신고 접수 시 범죄유형과 대응 코드를 조기에 판단하고, 예측된 신고 수에 따른 순찰 경로 최적화 등에 도움을 줄 수 있다. 과거 수사데이터와 주변 인물관계를 분석해 용의자 추론 등에 필요한 주요 단서도 제공한다. 치안 민원응대 폴봇은 대화형 음성 챗봇 기술이다. AI를 기반으로 치안 분야 전화민원 상 음식을 인식하고, 대화 의도를 파악해 민원 시나리오별 치안 지식을 활용한 '양방향 음성대화'가 가능하다. 이를 통해 민원에 더욱 집중할 수 있는 전화민원 상담 시스템을 할 수 있다. 향우엔 단순민원 전화상담을 비롯해 대화형 학습도우미, 실버세대 말동무, 지역관광 안내 서비스 등으로 기술을 확장할 수 있다는 게 ETRI의 설명이다. ETRI는 이번 행사에서 AI 관련 유망기술을 발굴하고, 기술 이전·사업화를 위한 상담도 진행한다. 주요 기술로는 △비정형 동적환경 자율주행을 위한 지도 작성 및 전역 위치인식 △다양한 영상 조건에서의 딥러닝 기반 휴먼행동 인식 △자율주행자동차 안전성 및 수용성 확보를 위한 운전자 모니터링 및 제어권 전환 에이전트 등이다. 최두선 기자 balanceds@hankookilbo.com"
2,http://v.media.daum.net/v/20210323173908977,"[앵커] 범죄를 미리 예측해서 용의자를 잡는 최첨단 시스템이 도입된 미래 사회를 그린 '마이너리티 리포트'란 영화가 있죠. 이런 과학이 공상이 아닌 현실이 곧 될 것 같습니다. 급속도로 발전하는 인공지능 기술이 그 기반입니다. 소재형 기자입니다. [기자] 야심한 밤 인적이 드문 한 도로. 한 남성이 모자를 푹 눌러쓴 채 산책하는 여성의 뒤를 따라가기 시작합니다. 위험을 느낀 여성이 달리기 시작하고, 남성도 여성을 쫓습니다. 그 순간 근처에 있던 스마트 가로등이 번쩍 빛을 내고, 관제센터에는 알람이 울립니다. 올해 상용화를 목표로 개발 중인 지능형 범죄 예측기술입니다. 범죄 발생 통계를 바탕으로 특정 지역의 위험도를 미리 파악하고, CCTV를 통해 시시각각 들어오는 장면을 인공지능으로 분석해 범죄를 사전에 감지하는 겁니다. <김건우 / ETRI 신인증·물리보안연구실장> ""1분, 몇십 초 내로 발생할 수 있는 위험을 즉각적으로 감지해서, 현장에서 대응할 수 있는 그런 인공지능 기술입니다."" 이미 발생한 범죄의 용의자를 추적하는 데도 인공지능 기술이 활용됩니다. CCTV에 찍힌 용의자의 동선을 분석해 한 눈에 보여주는 것은 물론이고, 차량 번호판용 특수 카메라가 아닌 일반 카메라를 통해 찍힌 자동차의 차종과 번호판도 알아낼 수 있습니다. 드론을 활용하면 순식간에 수십 대의 차량을 분석할 수 있는데, 인식률은 최대 90~95%에 이릅니다. <김건우 / ETRI 신인증·물리보안연구실장> ""용의차량이든지 찾고자 하는 차량을 실시간으로 찾을 수 있는 뛰어난 인공지능 기술이라고 말할 수 있습니다."" 범죄를 잡는 인공지능 기술을 통해 안전한 사회로 한 걸음 더 나아갈 수 있을 전망입니다. 연합뉴스TV 소재형입니다. (sojay@yna.co.kr) 연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23 (끝)"
3,http://v.media.daum.net/v/20210323040301439,"◆ 대학 혁신 ◆ 허의남 경희대 컴퓨터공학과 교수의 지능형 클라우드 및 보안 연구실. [사진 제공 = 경희대] 경희대학교(총장 한균태)가 후마니타스(인간중심) 인공지능(AI) 인재 양성에 박차를 가하고 있다. 경희대는 대학원과 학부에 인공지능 관련 학과를 개설하고 '인공지능 브레인 허브(AI Brain Hub)'를 설치해 교육과 연구를 돕고 있다. 또한 인공지능 브레인 허브 산하에 '인공지능 클리닉 센터(AI Clinic Center)'와 '인공지능 데이터 센터(AI Data Center)'를 만들어 산업계와 지역사회의 문제 해결에 앞장서고 있다. 이를 위해 경희대는 예산 100억원을 투입해 발전을 도울 예정이라고 강조했다. 관련 학과 설립은 2017년 학부 소프트웨어융합학과 신설로 첫 삽을 떴다. 이후 2018년에는 이 학과를 컴퓨터공학과와 통합해 소프트웨어융합대학으로 승격시켰으며, 지난해에는 일반대학원에 인공지능학과를 개설했다. 2019년 관련 학문 분야의 교육 및 연구의 필요성을 통감해 '인공지능대학원 TF'를 발족한 후 1년 만의 일이다. 내년에는 경영대학 빅데이터응용학과와 생명과학대학 스마트팜과학과, 소프트웨어융합대학의 인공지능학과 등 학부에 세 개 학과가 신설된다. 이 가운데 빅데이터응용학과와 스마트팜과학과는 인공지능과 관련 분야의 지식을 융합한 전공이다. 빅데이터응용학과는 인공지능 지식을 바탕으로 데이터 마이닝이나 최적화 이론 등을 학습하고 스마트팜과학과는 센서제어시스템, 인공지능 기반 모델링, 생육환경 빅데이터 분석 등의 정보통신기술 분야를 교육한다. 인공지능학과는 수학적 사고와 운영체제, 소프트웨어(SW) 개발, 머신러닝, 빅데이터처리, 지능로봇공학, 블록체인 등 인공지능 관련 전 분야를 다루는 학과다. 이와 관련해 학교 측은 ""경희의 후마니타스 정신을 기반으로 인공지능 개발에 필요한 지식 교육과 인간중심의 인재 양성이 목표""라며 ""인공지능 지식을 모든 학제 분야에 적용할 수 있게 돕는다""고 강조했다. 이어 인공지능 브레인 허브는 대학과 산업계를 연결하는 파이프라인이다. 인공지능 브레인 허브에는 인공지능 데이터 센터와 인공지능 클리닉 센터를 둔다. 인공지능 데이터 센터는 학제별 빅데이터를 수집하고 분석하는 센터다. 특히 인공지능 클리닉 센터는 인공지능을 활용해 기업과 지역사회 문제를 해결한다. 국제캠퍼스가 위치한 수원시·용인시·화성시와 연합해 '삼각 인공지능 벨트(Triangle Belt)'를 구축한다. [고민서 기자]"
4,http://v.media.daum.net/v/20210323150545371,"[이미지 1] 울산 게놈서비스산업 규제자유특구 소개자료(사진) 인공지능(AI) 기업 솔트룩스가 울산시의 게놈서비스산업 규제자유특구사업(이하 ‘게놈특구사업’) 참여를 시작으로 1년 이상 준비해온 바이오·헬스 분야 사업에 본격적인 시동을 건다. [이미지 1] 울산 게놈서비스산업 규제자유특구 소개자료(사진) 지난해 구글 자회사 딥마인드의 AI 알파폴드2가 생명공학 분야 최대 난제 중 하나인 단백질 접힘(protein folding) 문제를 풀어내는데 성공하며 인간이 쌓아온 생명공학의 경지를 AI가 뛰어넘는 모습을 보여주었다. 이는 바이오뿐만 아니라 의료계에도 큰 파장을 불러 일으켰고, 이제 의료, 제약, 수명연장, 노화방지 등에 이르는 다양한 분야의 연구가 과거와 같은 실험이 아닌 수많은 데이터에 기반한 인공지능을 통해 진행되는 세상으로 빠르게 변화할 것이라는 큰 기대감을 갖게 했다. 이런 와중에 국내에서도 인공지능 기업 솔트룩스가 울산시의 게놈특구사업의 일환으로 진행되는 ‘지능형 바이오 오믹스 분석기술 개발’ 과제에 참여를 확정, 이 분야에 큰 성과가 예상되고 있다. 솔트룩스는 이미 2019년부터 인공지능을 바이오, 생명공학 분야에 적용하기 위한 준비를 해왔고, 울산시와 함께 지난 1년간 사업 수립 및 기술 개발을 위한 준비를 해왔다. 올해부터 2년 동안 진행될 이번 게놈특구사업은 총 사업비 407억원 규모로, 솔트룩스는 신약 개발을 위한 바이오 마커 부분에 필요한 인공지능 기술과 초대규모 빅데이터 분석을 위한 플랫폼 개발을 담당하게 되며, 여기에는 솔트룩스의 자연어처리뿐만 아니라 국가 규모의 거대 바이오 빅데이터 분석을 해내기 위한 기술이 총체적으로 반영될 예정이다. 또한 솔트룩스는 지난해 투자 후 상장이 된 차세대 게놈기반 진단 전문기업 클리노믹스와의 협력을 통해 앞으로 암을 극복하거나 노화를 예방하기 위한 바이오 사업 분야에 적극적으로 진출할 계획이며, 사업의 세계적 성장성을 고려하여 국내뿐만 아니라 글로벌 기업과의 협력도 모색하고 있다. 이와 관련된 사업 확대 계획은 올 하반기에 발표될 예정이다. 온라인 중앙일보"
5,http://v.media.daum.net/v/20210323105809552,"[경향신문] ▲ 울산 게놈서비스산업 규제자유특구 소개자료 인공지능(AI) 기업 솔트룩스가 울산시의 게놈서비스산업 규제자유특구사업(이하 ‘게놈특구사업’) 참여를 시작으로 1년 이상 준비해온 바이오·헬스 분야 사업에 본격적인 시동을 건다. 지난해 구글 자회사 딥마인드의 AI 알파폴드2가 생명공학 분야 최대 난제 중 하나인 단백질 접힘(protein folding) 문제를 풀어내는데 성공하며 인간이 쌓아온 생명공학의 경지를 AI가 뛰어넘는 모습을 보여주었다. 이는 바이오뿐만 아니라 의료계에도 큰 파장을 불러 일으켰고, 이제 의료, 제약, 수명연장, 노화방지 등에 이르는 다양한 분야의 연구가 과거와 같은 실험이 아닌 수많은 데이터에 기반한 인공지능을 통해 진행되는 세상으로 빠르게 변화할 것이라는 큰 기대감을 갖게 했다. 이런 와중에 국내에서도 인공지능 기업 솔트룩스가 울산시의 게놈특구사업의 일환으로 진행되는 ‘지능형 바이오 오믹스 분석기술 개발’ 과제에 참여를 확정, 이 분야에 큰 성과가 예상되고 있다. 솔트룩스는 이미 2019년부터 인공지능을 바이오, 생명공학 분야에 적용하기 위한 준비를 해왔고, 울산시와 함께 지난 1년간 사업 수립 및 기술 개발을 위한 준비를 해왔다. 올해부터 2년 동안 진행될 이번 게놈특구사업은 총 사업비 407억원 규모로, 솔트룩스는 신약 개발을 위한 바이오 마커 부분에 필요한 인공지능 기술과 초대규모 빅데이터 분석을 위한 플랫폼 개발을 담당하게 되며, 여기에는 솔트룩스의 자연어처리뿐만 아니라 국가 규모의 거대 바이오 빅데이터 분석을 해내기 위한 기술이 총체적으로 반영될 예정이다. 또한 솔트룩스는 지난해 투자 후 상장이 된 차세대 게놈기반 진단 전문기업 클리노믹스와의 협력을 통해 앞으로 암을 극복하거나 노화를 예방하기 위한 바이오 사업 분야에 적극적으로 진출할 계획이며, 사업의 세계적 성장성을 고려하여 국내뿐만 아니라 글로벌 기업과의 협력도 모색하고 있다. 이와 관련된 사업 확대 계획은 올 하반기에 발표될 예정이다."
6,http://v.media.daum.net/v/20210323093705269,"▲ 울산 게놈서비스산업 규제자유특구 소개자료 [서울경제] 인공지능(AI) 기업 솔트룩스가 울산시의 게놈서비스산업 규제자유특구사업(이하 ‘게놈특구사업’) 참여를 시작으로 1년 이상 준비해온 바이오·헬스 분야 사업에 본격적인 시동을 건다. 지난해 구글 자회사 딥마인드의 AI 알파폴드2가 생명공학 분야 최대 난제 중 하나인 단백질 접힘(protein folding) 문제를 풀어내는데 성공하며 인간이 쌓아온 생명공학의 경지를 AI가 뛰어넘는 모습을 보여주었다. 이는 바이오뿐만 아니라 의료계에도 큰 파장을 불러 일으켰고, 이제 의료, 제약, 수명연장, 노화방지 등에 이르는 다양한 분야의 연구가 과거와 같은 실험이 아닌 수많은 데이터에 기반한 인공지능을 통해 진행되는 세상으로 빠르게 변화할 것이라는 큰 기대감을 갖게 했다. 이런 와중에 국내에서도 인공지능 기업 솔트룩스가 울산시의 게놈특구사업의 일환으로 진행되는 ‘지능형 바이오 오믹스 분석기술 개발’ 과제에 참여를 확정, 이 분야에 큰 성과가 예상되고 있다. 솔트룩스는 이미 2019년부터 인공지능을 바이오, 생명공학 분야에 적용하기 위한 준비를 해왔고, 울산시와 함께 지난 1년간 사업 수립 및 기술 개발을 위한 준비를 해왔다. 올해부터 2년 동안 진행될 이번 게놈특구사업은 총 사업비 407억원 규모로, 솔트룩스는 신약 개발을 위한 바이오 마커 부분에 필요한 인공지능 기술과 초대규모 빅데이터 분석을 위한 플랫폼 개발을 담당하게 되며, 여기에는 솔트룩스의 자연어처리뿐만 아니라 국가 규모의 거대 바이오 빅데이터 분석을 해내기 위한 기술이 총체적으로 반영될 예정이다. 또한 솔트룩스는 지난해 투자 후 상장이 된 차세대 게놈기반 진단 전문기업 클리노믹스와의 협력을 통해 앞으로 암을 극복하거나 노화를 예방하기 위한 바이오 사업 분야에 적극적으로 진출할 계획이며, 사업의 세계적 성장성을 고려하여 국내뿐만 아니라 글로벌 기업과의 협력도 모색하고 있다. 이와 관련된 사업 확대 계획은 올 하반기에 발표될 예정이다. /김동호 기자 dongho@sedaily.com"
7,http://v.media.daum.net/v/20210323115438355,"ETRI 연구진이 개발한 AI 기반 얼굴정보 인식 기술로 실시간 화면 이미지에서 맞춤형 시각정보를 추출하는 모습. /사진=ETRI 범죄자 얼굴을 식별하고, 범죄 위험도를 사전에 판단해 대응하는 인공지능(AI) 기술이 상용화된다. 한국전자통신연구원(ETRI)은 오는 24일부터 사흘간 서울 코엑스에서 열리는 'AI 엑스포 코리아 2021'에서 최신 인공지능(AI) 관련 연구성과를 일반에 공개한다. 이번에 공개되는 기술은 ▲인공지능 얼굴정보 인식 기술 ▲지능형 범죄 위험도 예측기술 ▲치안 민원응대 폴봇(Pol-Bot) 등이다. 인공지능 얼굴정보 인식 기술은 사람의 얼굴정보를 카메라로 인식하는 기술로 범죄인 얼굴 식별, 출입관제 보안, 감염병 접촉자 판별 등에 활용이 가능하다. 지능형 범죄위험도 예측 기술은 범죄위험상황을 초기에 인지해 실시간으로 범죄위험을 판단한다. 112 신고 데이터를 분석해 신고접수시 범죄유형과 대응코드 진단, 예측된 신고 수에 따른 순찰 경로 최적화 등에 도움이 될 전망이다. 치안 민원응대 폴봇 기술은 대화형 음성 챗봇 기술이다. 치안 분야 전화민원 상의 음성을 인식하고 대화의도를 파악하고, 민원 시나리오별 치안 지식을 활용한 '양방향 음성대화' 기능을 갖췄다. ETRI는 이번 연구성과 공개를 통해 AI 관련 기술 사업화에 적극 나설 계획이다. 김명준 ETRI 원장은 ""AI는 이제 사회와 국민을 연결하여 보다 안전하고 편리하게 국민의 삶의 질을 높이는 등 새로운 성장동력이 되고 있다""며 ""연구진의 값진 성과전시를 통해 AI의 상용화에 적극 노력하겠다""고 말했다. 한고은 기자 doremi0@mt.co.kr"
8,http://v.media.daum.net/v/20210322002843716,"김병필 KAIST 기술경영학부 교수 시험을 잘 보려면 어떻게 해야 할까? 공부에는 왕도가 없다지만 시험을 잘 보는 데는 왕도가 있다. 그저 문제를 많이 풀어보면 된다. 시험 출제자들도 한계가 있는지라 이제까지 출제된 문제와 크게 다른 문제는 내기 어렵기 때문이다. 문제를 반복해서 풀다 보면 시험을 잘 볼 수 있다. 그래서 ‘공부 머리와 일 머리는 다르다’는 말을 종종 한다. 시험 점수가 좋다고 반드시 일을 잘하는 것은 아니라는 게다. 물론 시험 성적도 좋고 일도 잘하는 사람도 많다. 하지만 정형화된 시험 문제만으로는 사람의 모든 능력을 평가하기 어렵다. 인공지능 연구자들도 마찬가지 문제로 고민한다. 현재 주류적인 인공지능은 정답이 정해진 시험 문제를 푸는 방식으로 학습한다. 예컨대 신호등을 인식하는 인공지능을 학습시키려면 신호등 사진과 신호등이 아닌 사진을 준비해야 한다. 그리고 사람이 신호등 사진은 무엇이고, 그 중 어느 부분이 신호등인지 표시해야 한다. 정답을 정해주는 것이다. 그러면 인공지능은 신호등 사진이 무엇이고, 어느 부분이 신호등인지를 찾는 문제를 반복해서 푼다. 이렇게 인간은 시험 출제자가 되고, 인공지능은 문제를 풀면서 배우는 학생이 된다. 이러한 학습 방식의 문제점은 인공지능이 시험 정답만 기억하면 높은 점수를 얻을 수 있다는 것이다. 그러면 시험 점수는 높더라도 현실에서는 잘 작동하지 않을 수 있다. 이를 두고 인공지능이 ‘과적합’되었다고 표현한다. 과적합된 인공지능은 신호등을 보는 각도에 차이가 있거나 날씨가 달라지면 신호등을 잘 인식하지 못한다. 학습 데이터에 포함된 무관한 특징을 잘못 학습할 수도 있다. 늑대 사진과 개 사진을 구분하는 인공지능 사례가 유명하다. 이 인공지능은 사진 배경에 눈이 쌓여 있으면 개를 늑대라 잘못 인식했다. 학습 데이터 중 늑대 사진에는 유달리 배경에 눈이 있는 경우가 많았기 때문이다. 이 문제를 해결하려면 인공지능이 ‘일반화’를 할 수 있어야 한다. 일반화란 정답만 달달 외우는 것이 아니라 원리를 이해하는 능력이다. 인공지능에서 일반화가 잘 되려면 우선 학습 데이터가 풍부해야 한다. 시험공부를 잘하려면 여러 문제집을 사야 하는 것과 비슷하다. 문제는 돈이다. 수만 건, 수십 만의 학습 데이터에 인간이 일일이 정답을 달려면 인건비가 많이 소요된다. 정부에서 추진하는 ‘데이터 바우처 지원사업’은 이러한 비용을 지원하는 사업이다. 그래서 인공지능 학습이야말로 ‘노동 집약적’ 산업이라는 자조 섞인 이야기도 있다. 인공지능 3/22 최근 사람이 일일이 학습 데이터에 정답을 붙이지 않더라도 인공지능이 스스로 학습할 수 있게 하는 방법에 관한 연구가 활발하다. 특히 주목받고 있는 방법은 인공지능이 스스로 문제를 만들고 그 문제를 풀면서 학습하게 하는 것이다. 이러한 학습 기법을 ‘자기지도 학습(self-supervised learning)’이라 부른다. 기존 인공지능 학습 방식에서 가장 큰 병목을 낳는 부분은 사람이 일일이 문제를 내고 정답을 정해주는 단계였다. 자기지도 학습은 이 문제를 해결하고자 한다. 2018년 컴퓨터 과학계의 노벨상이라 불리는 튜링상을 수상한 얀 르쿤 교수는 자기지도 학습이 인간 수준의 인공지능을 달성하기 위한 유망한 방법 중 하나라 설파하였다. 자기지도 학습 방식은 종전보다 훨씬 더 방대한 데이터를 학습에 사용한다. 인간이 정답을 정해주지 않아도 되는 만큼, 더 많은 데이터를 인공지능에 제공함으로써 성능 향상을 꾀할 수 있기 때문이다. 그 결과 인공지능 학습에 사용되는 데이터 분량이 수천만, 수억 건 이상에 이를 수 있다. 문제는 현행 개인정보 보호 법제로는 이러한 상황에 적절히 대처하기 쉽지 않다는 점이다. 현행 제도는 인공지능 학습 데이터에 개인정보가 일부라도 포함되어 있으면 해당 개인의 동의를 얻도록 요구한다. 하지만 자기지도 학습에 사용되는 방대한 데이터에 개인정보가 포함되어 있는지 확인하기도 어렵고, 개인정보가 포함되어 있더라도 개인으로부터 건건이 이용 동의를 받기도 어렵다. 게다가 형식적으로나마 일단 동의를 얻고 나면 인공지능 개발사가 마음대로 개인정보를 활용하게 하는 것도 적절치 못하다. 맥락과 상황에 맞추어 개인정보 보호의 필요성과 인공지능 학습 장려의 중요성을 저울질하는 묘안이 필요하다. 자기지도 학습의 새로운 흐름에 조응하는 개인정보 보호 법제를 모색할 때다. 김병필 KAIST 기술경영학부 교수"
9,http://v.media.daum.net/v/20210322162807494,"사진= 인피닉 제공 자율주행 특화 인공지능(AI) 데이터 전문기업 인피닉(대표 박준형)은 글로벌 마켓 비즈니스 진출을 위해 '2021 국제인공지능대전 AI EXPO KOREA' 스폰서로 참가한다고 22일 밝혔다. 2021 국제인공지능대전 AI EXPO KOREA는 3월 24일(수)부터 26일(금)까지 3일간 코엑스 1층 B홀에서 개최된다. 이번 행사는 국내외 인공지능(AI) 기업과 기관 등 180여개사 225부스 규모로 최신 기술과 플랫폼·솔루션, 비즈니스 모델, 국내외 기업의 비즈니스 전략 등 인공지능(AI) 관련 정보를 한 눈에 확인하고 네트워킹 할 수 있는 기회의 장이 될 전망이다. 인피닉은 이번 행사에서 스폰서로 참가하여 대형 스크린을 통한 AI 비즈니스 파트너사 및 협업 프로젝트를 소개할 예정이다. 또한 인피닉 부스 방문 시 해외 네트워크 인프라를 활용한 글로벌 마켓 진출 컨설팅을 받아 볼 수 있는 등 차별화된 전시운영 컨텐츠를 기획 준비했다. 자율주행을 위한 인공지능 솔루션과 AI 데이터 기술을 접목하여 자체 개발한 크라우드소싱 플랫폼 '마이크라우드'를 통해 플랫폼 서비스 분야로 확장하고 있는 인피닉은 지난 해 12월 룩셈부르크 현지에 유럽 법인을 설립하는 등 글로벌 기업으로서 입지를 다지고 있다. 인피닉 박준형 대표는 ""2021 국제인공지능대전(AI EXPO KOREA)은 인피닉이 오랜 기간 축적해온 기술력을 기반한 글로벌 네트워크 환경을 선보이는 기회가 될 것으로 기대한다""며 ""행사 기간동안 글로벌 파트너사 발굴 및 해외 진출을 위해 다양한 컨설팅을 진행할 예정이다""고 전했다. 한편 인피닉은 최근 자율주행 시뮬레이션 개발 기업 ㈜모라이와 인공지능 및 자율주행 분야 MOU를 체결했으며, 3년 연속 '데이터바우처 지원사업'에 선정돼 다양한 산업과 연계한 솔루션 개발을 진행하고 있다. 고승민기자 ksm@dt.co.kr"
